Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001032,Male,No,0,Graduate,No,5379,0,127.53866227428095,360.0,1.0,Urban,Y
LP002739,Male,Yes,0,Not Graduate,No,3132,544,70.48219928607826,360.0,1.0,Rural,N
LP001682,Male,Yes,3+,Not Graduate,No,3948,0,,180.0,1.0,Urban,N
LP001109,Male,Yes,0,Graduate,No,1676,1213,102.16229445036454,,0.0,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1453,21029,236.4372788639196,360.0,1.0,Urban,N
LP002341,Female,No,1,Graduate,No,2774,0,164.81371344690876,360.0,1.0,Urban,N
LP002036,Male,Yes,0,Graduate,No,2087,2039,86.93433692672286,360.0,,Urban,Y
LP002950,Male,Yes,0,Not Graduate,,3069,2716,151.55012695210502,360.0,1.0,Rural,Y
LP001841,Male,No,0,Not Graduate,Yes,2433,2190,108.53323256262453,360.0,1.0,Rural,Y
LP002872,,Yes,0,Graduate,No,3178,2180,138.73602061393342,360.0,0.0,Semiurban,N
LP001888,Female,No,0,Graduate,No,3443,0,26.243559931704965,360.0,1.0,Urban,Y
LP002054,Male,Yes,2,Not Graduate,No,3795,1446,,360.0,1.0,Rural,Y
LP002911,Male,Yes,1,Graduate,No,2928,1734,149.74132068479528,360.0,0.0,Rural,N
LP002753,Female,No,1,Graduate,,3475,0,90.9253628127685,360.0,1.0,Semiurban,Y
LP001356,Male,Yes,0,Graduate,No,4557,3416,,360.0,1.0,Semiurban,Y
LP001974,Female,No,0,Graduate,No,4669,0,130.03703443399365,360.0,1.0,Rural,Y
LP002892,Male,Yes,2,Graduate,No,6022,0,206.68994819676476,360.0,1.0,Semiurban,Y
LP001882,Male,Yes,3+,Graduate,No,4040,1781,161.73005481237547,360.0,0.0,Urban,Y
LP001116,Male,No,0,Not Graduate,No,3934,1773,110.46133066997434,360.0,1.0,Semiurban,Y
LP001197,Male,Yes,0,Graduate,No,3417,2384,130.310946608914,360.0,1.0,Rural,N
LP001146,Female,Yes,0,Graduate,No,2810,3136,117.66304740190776,360.0,0.0,Urban,N
LP001900,Male,Yes,1,Graduate,No,2504,1981,116.05394032788864,360.0,1.0,Semiurban,Y
LP002894,Female,Yes,0,Graduate,No,3257,0,35.01499805819478,360.0,1.0,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,8716,7103,377.14814922187475,300.0,1.0,Rural,Y
LP001546,Male,No,0,Graduate,,3165,1876,116.1817004354906,360.0,1.0,Rural,Y
LP001038,Male,Yes,0,Not Graduate,No,5200,0,137.5918314372708,360.0,1.0,Rural,N
LP001487,Male,No,0,Graduate,No,4754,0,100.47104612257503,360.0,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,5795,1487,156.90816861937986,360.0,0.0,Semiurban,Y
LP001935,Male,No,0,Graduate,No,9929,0,188.72606563343876,360.0,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,376,42653,350.2127714008376,180.0,,Urban,N
LP001702,Male,No,0,Graduate,No,3605,0,127.64554163325164,360.0,1.0,Semiurban,N
LP002794,Female,No,0,Graduate,No,2909,1642,79.82030362317244,360.0,,Urban,Y
LP001248,Male,No,0,Graduate,No,3172,0,77.4807384043568,300.0,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,No,2210,0,101.76341869412829,360.0,0.0,Semiurban,N
LP002386,Male,No,0,Graduate,,12420,0,405.25963677095666,360.0,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,4171,0,92.5232240802901,360.0,1.0,Semiurban,Y
LP002961,Male,Yes,1,Graduate,No,3614,2344,169.55321201758588,360.0,1.0,Semiurban,Y
LP002407,Female,Yes,0,Not Graduate,Yes,7728,0,135.63926083377345,360.0,1.0,Rural,Y
LP001883,Female,No,0,Graduate,,3339,0,136.78037613363293,360.0,1.0,Rural,N
LP002840,Female,No,0,Graduate,No,2404,0,12.774110519281251,360.0,1.0,Urban,N
LP002284,Male,No,0,Not Graduate,No,4246,1659,105.18090253202995,360.0,1.0,Rural,Y
LP001050,,Yes,2,Not Graduate,No,3621,1928,112.22111439777854,360.0,0.0,Rural,N
LP001491,Male,Yes,2,Graduate,Yes,3380,3799,91.25713096302854,360.0,1.0,Urban,Y
LP002234,Male,No,0,Graduate,Yes,7080,0,125.67097817306248,360.0,1.0,Urban,Y
LP002690,Male,No,0,Graduate,No,2561,0,53.75733544975188,360.0,1.0,Semiurban,Y
LP002529,Male,Yes,2,Graduate,No,6108,1624,232.9012262500509,300.0,1.0,Semiurban,Y
LP001514,Female,Yes,0,Graduate,No,2224,4612,100.9814776959119,360.0,1.0,Semiurban,Y
LP001013,Male,Yes,0,Not Graduate,No,2505,1414,93.64287489177465,360.0,1.0,Urban,Y
LP001606,Male,Yes,0,Graduate,No,3773,2042,113.300279840447,360.0,1.0,Rural,Y
LP002894,Female,Yes,0,Graduate,No,3161,0,36.65466325116229,360.0,1.0,Semiurban,Y
LP002842,Male,Yes,1,Graduate,No,3127,1702,186.6999616861013,360.0,1.0,Urban,Y
LP001518,Male,Yes,1,Graduate,No,1454,1561,32.91483123959314,360.0,1.0,Urban,Y
LP002113,Female,No,3+,Not Graduate,No,1907,0,,360.0,0.0,Urban,N
LP001263,Male,Yes,3+,Graduate,No,3149,3932,177.6636177646511,300.0,0.0,Semiurban,N
LP002842,Male,Yes,1,Graduate,No,3672,1783,182.36685802452962,360.0,1.0,Urban,Y
LP001100,Male,No,3+,Graduate,No,11320,2891,317.14830302772316,360.0,1.0,Rural,N
LP002543,Male,Yes,2,Graduate,No,8993,0,244.68648089643864,360.0,1.0,Semiurban,Y
LP002265,Male,Yes,2,Not Graduate,No,1884,1682,111.03533276439926,180.0,1.0,Semiurban,Y
LP002916,Male,Yes,0,Graduate,No,2266,1466,107.19593171904839,360.0,1.0,Urban,Y
LP001519,Female,No,0,Graduate,No,10261,1779,226.7052211579267,360.0,1.0,Rural,N
LP002467,Male,Yes,0,Graduate,No,3687,2693,173.80808001601244,360.0,1.0,Urban,N
LP001266,Male,Yes,1,Graduate,Yes,2525,0,,360.0,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,4645,0,120.7855010766022,360.0,1.0,Urban,Y
LP001732,Male,Yes,2,Graduate,,4735,0,69.84624062777975,360.0,0.0,Semiurban,N
LP002314,Female,No,0,Not Graduate,No,2376,0,61.74958676077366,360.0,1.0,Rural,Y
LP001560,Male,Yes,0,Not Graduate,No,1867,1005,100.30606615559839,360.0,1.0,Semiurban,Y
LP001636,Male,Yes,0,Graduate,No,4555,0,75.72803464236799,180.0,1.0,Semiurban,Y
LP001765,Male,Yes,1,Graduate,No,2547,2212,99.67342701989735,360.0,1.0,Semiurban,Y
LP001677,Male,No,2,Graduate,No,4768,0,164.1772519278746,360.0,0.0,Semiurban,Y
LP001633,Male,Yes,1,Graduate,No,7027,7594,183.459689372331,360.0,0.0,Urban,N
LP001030,Male,Yes,2,Graduate,No,1200,992,14.637730813276722,120.0,1.0,Urban,Y
LP001439,Male,Yes,0,Not Graduate,No,4554,1878,198.00348035014383,360.0,1.0,Rural,Y
LP002455,Male,Yes,2,Graduate,No,3984,0,91.1553752858319,360.0,1.0,Semiurban,Y
LP002236,Male,Yes,2,Graduate,No,4866,0,97.72920609539683,360.0,1.0,Urban,N
LP001726,Male,Yes,0,Graduate,No,3770,1683,135.85998722750588,360.0,1.0,Semiurban,Y
LP001765,Male,Yes,1,Graduate,No,2299,2018,105.98947026456862,360.0,1.0,Semiurban,Y
LP001120,Male,No,0,Graduate,No,1849,1211,46.32139141348752,360.0,1.0,Urban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,4266,808,89.74088797251892,360.0,1.0,Semiurban,N
LP002529,Male,Yes,2,Graduate,No,6134,1827,233.75084058577946,300.0,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,3063,1459,,360.0,1.0,Urban,N
LP001585,,Yes,3+,Graduate,No,47419,0,701.2600548873403,300.0,1.0,Urban,N
LP002379,Male,No,0,Graduate,No,5867,0,105.13344819418383,360.0,0.0,Rural,N
LP001586,Male,Yes,3+,Not Graduate,No,3580,0,84.72091655435537,180.0,1.0,Rural,N
LP002137,Male,Yes,0,Graduate,No,5784,4240,257.05931921388657,360.0,,Semiurban,Y
LP002004,Male,No,0,Not Graduate,No,3117,2420,110.9514244105009,360.0,1.0,Semiurban,Y
LP001228,Male,No,0,Not Graduate,No,3426,2208,130.93645125967396,180.0,0.0,Urban,N
LP002690,Male,No,0,Graduate,No,2482,0,51.83770919688395,360.0,1.0,Semiurban,Y
LP001369,Male,Yes,2,Graduate,No,10671,1162,222.88772627980686,360.0,1.0,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,2162,1582,112.81034608178624,180.0,1.0,Semiurban,Y
LP002277,Female,No,0,Graduate,No,3477,0,73.96645884835038,360.0,0.0,Urban,N
LP001255,Male,No,0,Graduate,No,3612,0,117.43240346770968,480.0,1.0,Urban,N
LP001119,Male,No,0,Graduate,No,3724,0,77.33023068653262,360.0,1.0,Urban,N
LP002004,Male,No,0,Not Graduate,No,2856,2507,113.41831476356415,360.0,1.0,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,2975,1907,110.3466186682756,360.0,1.0,Semiurban,Y
LP002239,Male,No,0,Not Graduate,No,2366,1594,130.57313147833239,360.0,1.0,Semiurban,Y
LP002961,Male,Yes,1,Graduate,No,3242,2382,175.40158940229136,360.0,1.0,Semiurban,Y
LP001387,Female,Yes,0,Graduate,,2800,2420,136.42410071281458,360.0,1.0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,No,2014,3134,117.72448228548042,360.0,1.0,Urban,N
LP002931,Male,Yes,2,Graduate,Yes,6286,0,209.79247337882978,240.0,1.0,Semiurban,N
LP001038,Male,Yes,0,Not Graduate,No,4563,0,131.32906397036,360.0,1.0,Rural,N
LP002643,Male,Yes,2,Graduate,No,2984,2216,151.46046427505942,360.0,1.0,Urban,Y
LP002138,Male,Yes,0,Graduate,No,2773,6000,189.62415470160667,360.0,1.0,Rural,Y
LP002692,Male,Yes,3+,Graduate,Yes,5510,1347,101.23766701161212,360.0,1.0,Rural,Y
LP001333,Male,Yes,0,Graduate,No,1853,1069,49.59644197558909,360.0,1.0,Semiurban,Y
LP001086,Male,No,0,Not Graduate,No,1493,0,36.371875012279915,360.0,1.0,Urban,N
LP001581,Male,Yes,0,Not Graduate,,1989,1849,99.3024986401518,360.0,1.0,Rural,Y
LP001720,Male,Yes,3+,Not Graduate,No,3645,952,98.45649127644408,360.0,1.0,Semiurban,N
LP001014,Male,Yes,3+,Graduate,No,2916,2655,160.36757887679278,360.0,0.0,Semiurban,N
LP001106,Male,Yes,0,Graduate,No,2439,2178,,360.0,1.0,Urban,Y
LP001186,Female,Yes,1,Graduate,Yes,11835,0,287.0057967941636,360.0,0.0,Urban,N
LP001465,Male,Yes,0,Graduate,No,5647,2741,177.7368018013434,360.0,,Rural,N
LP002300,Female,No,0,Not Graduate,No,1924,0,49.419746563740844,360.0,1.0,Semiurban,Y
LP002106,Male,Yes,,Graduate,Yes,5003,4224,74.83949834460408,,1.0,Semiurban,Y
LP002234,Male,No,0,Graduate,Yes,6453,0,131.9800376853464,360.0,1.0,Urban,Y
LP001448,,Yes,3+,Graduate,No,22420,0,369.9109688237026,360.0,1.0,Rural,Y
LP002308,Male,Yes,0,Not Graduate,No,2006,2530,113.15720346347408,360.0,1.0,Urban,Y
LP002938,Male,Yes,0,Graduate,Yes,14769,0,264.19597186854287,360.0,1.0,Urban,Y
LP001282,Male,Yes,0,Graduate,No,2383,2268,108.15350350723831,360.0,1.0,Semiurban,Y
LP002603,Female,No,0,Graduate,No,701,4038,114.45984148094377,480.0,1.0,Rural,Y
LP001749,Male,Yes,0,Graduate,No,7997,1027,171.65353957414837,,1.0,Semiurban,Y
LP001761,Male,No,0,Graduate,Yes,5819,0,203.8364050800488,360.0,1.0,Rural,Y
LP002141,Male,Yes,3+,Graduate,No,2403,1933,96.1750644971093,360.0,1.0,Rural,Y
LP002619,Male,Yes,0,Not Graduate,No,3683,1433,119.50364499636198,300.0,1.0,Semiurban,Y
LP001647,Male,Yes,0,Graduate,No,8783,0,191.4410437398113,180.0,1.0,Rural,Y
LP001998,Male,Yes,2,Not Graduate,No,7838,0,185.96111204661,360.0,,Rural,Y
LP002393,Female,,,Graduate,No,10806,0,,240.0,1.0,Semiurban,Y
LP001616,Male,Yes,1,Graduate,No,4113,0,116.1386394608682,360.0,1.0,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,7146,0,128.44923602782723,180.0,1.0,Urban,N
LP001097,Male,No,1,Graduate,Yes,4798,0,107.2442188848591,360.0,1.0,Rural,N
LP002244,Male,Yes,0,Graduate,No,2423,2204,133.77927016371174,360.0,1.0,Urban,Y
LP002753,Female,No,1,Graduate,,3960,0,91.26155226034626,360.0,1.0,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,2281,1215,,360.0,1.0,Urban,Y
LP002872,,Yes,0,Graduate,No,3025,2344,136.7258560019625,360.0,0.0,Semiurban,N
LP001884,Female,No,1,Graduate,No,2860,1603,86.46079269927793,360.0,1.0,Urban,Y
LP002693,Male,Yes,2,Graduate,Yes,8255,6501,479.856444532548,360.0,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,415,38414,354.90685167237586,180.0,,Urban,N
LP002272,Male,Yes,2,Graduate,No,2979,496,138.02293848402988,360.0,,Semiurban,Y
LP001319,Male,Yes,2,Not Graduate,No,3229,1763,77.57263543269875,360.0,1.0,Urban,Y
LP001543,Male,Yes,1,Graduate,No,10388,0,187.06174165265588,360.0,1.0,Urban,Y
LP002137,Male,Yes,0,Graduate,No,5713,4510,260.2360135348344,360.0,,Semiurban,Y
LP001465,Male,Yes,0,Graduate,No,6562,2615,185.46122997878012,360.0,,Rural,N
LP002472,Male,No,2,Graduate,No,3925,0,140.50811102157064,360.0,1.0,Rural,Y
LP002143,Female,Yes,0,Graduate,No,2420,457,134.76923630744048,360.0,1.0,Semiurban,Y
LP001693,Female,No,0,Graduate,No,3195,0,82.83362290853132,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,5808,1587,186.1993169895622,480.0,1.0,Semiurban,N
LP002519,Male,Yes,3+,Graduate,No,4379,0,96.53577101331244,360.0,1.0,Semiurban,Y
LP001066,Male,Yes,0,Graduate,Yes,10110,0,195.48773981422107,360.0,1.0,Semiurban,Y
LP001504,Male,No,0,Graduate,Yes,6898,0,178.20193253664007,180.0,1.0,Semiurban,Y
LP002386,Male,No,0,Graduate,,12652,0,405.2515081529842,360.0,1.0,Semiurban,Y
LP001531,Male,No,0,Graduate,No,9632,0,241.80101833053257,360.0,1.0,Urban,N
LP001482,Male,Yes,0,Graduate,Yes,3253,0,27.1913647323775,120.0,1.0,Semiurban,Y
LP002236,Male,Yes,2,Graduate,No,4836,0,102.82429172947518,360.0,1.0,Urban,N
LP001041,Male,Yes,0,Graduate,,2633,3233,112.48412986090317,,1.0,Urban,Y
LP001868,Male,No,0,Graduate,No,2223,2201,130.04600741232943,360.0,1.0,Semiurban,Y
LP001790,Female,No,1,Graduate,No,3613,0,112.63565539383852,360.0,1.0,Rural,Y
LP001469,Male,No,0,Graduate,Yes,21753,0,646.8778144737122,480.0,,Urban,Y
LP001877,Male,Yes,2,Graduate,No,4390,1397,149.88148444422555,360.0,1.0,Semiurban,Y
LP002103,,Yes,1,Graduate,Yes,9506,1725,181.75771528685604,180.0,1.0,Urban,Y
LP001205,Male,Yes,0,Graduate,No,2346,3847,120.00883629632366,360.0,1.0,Urban,Y
LP002784,Male,Yes,1,Not Graduate,No,2524,2280,,360.0,1.0,Rural,Y
LP001792,Male,Yes,1,Graduate,No,3527,0,94.62763434916124,360.0,1.0,Semiurban,Y
LP002434,Male,Yes,2,Not Graduate,No,4943,0,113.31050782733915,360.0,1.0,Rural,Y
LP002624,Male,Yes,0,Graduate,No,18965,6480,478.310623629827,360.0,,Urban,Y
LP002418,Male,No,3+,Not Graduate,No,4671,1928,146.6314813282198,360.0,1.0,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,3417,2703,121.35998105223617,360.0,0.0,Rural,N
LP002958,Male,No,0,Graduate,No,3769,4387,174.8753503554627,360.0,1.0,Rural,Y
LP001123,Male,Yes,0,Graduate,No,2491,0,78.4001160695661,360.0,,Urban,Y
LP002527,Male,Yes,2,Graduate,Yes,16304,1029,154.79985439619992,360.0,1.0,Rural,Y
LP001478,Male,No,0,Graduate,No,2923,0,66.7047337647371,360.0,1.0,Semiurban,Y
LP001123,Male,Yes,0,Graduate,No,2334,0,70.14993713166352,360.0,,Urban,Y
LP001387,Female,Yes,0,Graduate,,2881,2307,142.26406647392747,360.0,1.0,Semiurban,Y
LP002547,Male,Yes,1,Graduate,No,17965,0,501.78665776936475,360.0,1.0,Urban,N
LP002266,Male,Yes,2,Graduate,No,2841,1489,109.96456558412049,360.0,1.0,Urban,Y
LP001333,Male,Yes,0,Graduate,No,1859,1060,53.34823617461991,360.0,1.0,Semiurban,Y
LP001570,Male,Yes,2,Graduate,No,3954,1304,155.40513247844555,360.0,1.0,Rural,Y
LP002243,Male,Yes,0,Not Graduate,No,3220,3155,,360.0,0.0,Urban,N
LP001908,Female,Yes,0,Not Graduate,No,3691,0,123.97034671640112,360.0,,Rural,Y
LP002100,Male,No,,Graduate,No,3113,0,70.24711144793176,360.0,1.0,Urban,Y
LP001492,Male,No,0,Graduate,No,15531,0,239.59752503096507,360.0,0.0,Semiurban,N
LP002603,Female,No,0,Graduate,No,650,3693,111.64700801568428,480.0,1.0,Rural,Y
LP001195,Male,Yes,0,Graduate,No,1990,1504,91.35782011491673,360.0,1.0,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,6457,0,125.5069467156776,360.0,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,8297,0,245.25211847356363,360.0,1.0,Semiurban,Y
LP001560,Male,Yes,0,Not Graduate,No,1817,944,100.47669405679194,360.0,1.0,Semiurban,Y
LP001280,Male,Yes,2,Not Graduate,No,3433,2039,95.3272476003314,360.0,,Semiurban,Y
LP002683,Male,No,0,Graduate,No,5111,1819,186.61465443570944,360.0,1.0,Semiurban,N
LP002640,Male,Yes,1,Graduate,No,6120,1948,246.63515864197484,360.0,1.0,Semiurban,Y
LP002637,Male,No,0,Not Graduate,No,3864,1169,102.71740024421385,360.0,1.0,Rural,N
LP001238,Male,Yes,3+,Not Graduate,Yes,7226,0,125.67776001454365,60.0,1.0,Urban,Y
LP002097,Male,No,1,Graduate,No,4196,1661,117.63711237719005,360.0,1.0,Urban,Y
LP001151,Female,No,0,Graduate,No,3800,2498,146.82415053997315,360.0,1.0,Semiurban,Y
LP001109,Male,Yes,0,Graduate,No,1722,1376,96.5376175639502,,0.0,Urban,N
LP001751,Male,Yes,0,Graduate,No,3461,0,169.51317694673673,360.0,1.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5345,1098,25.847642973781667,360.0,1.0,Semiurban,Y
LP001052,Male,Yes,1,Graduate,,4076,2762,147.9096412666004,360.0,,Semiurban,N
LP002602,Male,No,0,Graduate,No,5891,4807,212.2739837401479,360.0,0.0,Rural,N
LP002494,Male,No,0,Graduate,No,6117,0,143.05375234536712,360.0,1.0,Rural,Y
LP001264,Male,Yes,3+,Not Graduate,Yes,3069,2184,130.79482834116283,360.0,,Semiurban,Y
LP001520,Male,Yes,0,Graduate,No,5093,820,129.71244519343676,360.0,1.0,Semiurban,Y
LP001900,Male,Yes,1,Graduate,No,2653,1811,111.39561525386117,360.0,1.0,Semiurban,Y
LP001841,Male,No,0,Not Graduate,Yes,2338,1954,105.39548194487011,360.0,1.0,Rural,Y
LP001688,Male,Yes,1,Not Graduate,No,3321,1042,136.06283364650727,360.0,1.0,Urban,Y
LP001003,Male,Yes,1,Graduate,No,4398,1613,124.68915266119768,360.0,1.0,Rural,N
LP001265,Female,No,0,Graduate,No,3944,0,110.45782517754986,360.0,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3152,2053,152.21805137537345,360.0,1.0,Urban,Y
LP001819,Male,Yes,1,Not Graduate,No,6439,0,132.6960599028099,180.0,1.0,Urban,Y
LP002191,Male,Yes,0,Graduate,No,21077,4987,573.7734404687202,360.0,1.0,Rural,N
LP001760,Male,,,Graduate,No,4672,0,156.2838270433914,480.0,1.0,Semiurban,Y
LP001658,Male,No,0,Graduate,No,4153,0,72.39689120869753,360.0,1.0,Semiurban,Y
LP002757,Female,Yes,0,Not Graduate,No,3136,638,99.61346337413026,360.0,,Semiurban,Y
LP001859,Male,Yes,0,Graduate,No,14948,1976,305.78526592952954,360.0,1.0,Rural,N
LP002928,Male,Yes,0,Graduate,No,2959,3553,51.00628470736105,180.0,1.0,Semiurban,Y
LP001819,Male,Yes,1,Not Graduate,No,6689,0,135.64802846859263,180.0,1.0,Urban,Y
LP002652,Male,No,0,Graduate,No,6007,3552,311.12625561833573,360.0,1.0,Rural,N
LP001888,Female,No,0,Graduate,No,3074,0,33.90534227390338,360.0,1.0,Urban,Y
LP001633,Male,Yes,1,Graduate,No,6958,7176,180.37068724828237,360.0,0.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,2933,2180,107.6875569973622,360.0,0.0,Urban,N
LP001870,Female,No,1,Graduate,No,3439,0,156.5421663676234,36.0,1.0,Semiurban,N
LP001841,Male,No,0,Not Graduate,Yes,2457,2375,106.83982607550485,360.0,1.0,Rural,Y
LP001616,Male,Yes,1,Graduate,No,3576,0,117.50969017156592,360.0,1.0,Semiurban,Y
LP001030,Male,Yes,2,Graduate,No,1399,994,16.527468764158865,120.0,1.0,Urban,Y
LP002243,Male,Yes,0,Not Graduate,No,3275,2965,,360.0,0.0,Urban,N
LP001692,Female,No,0,Not Graduate,No,4618,0,118.46748349053901,360.0,1.0,Semiurban,Y
LP001691,Male,Yes,2,Not Graduate,No,3844,0,122.49431088970618,360.0,1.0,Semiurban,Y
LP001715,Male,Yes,3+,Not Graduate,Yes,5954,0,129.84277301398245,360.0,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,3589,0,69.8705092922931,360.0,1.0,Urban,Y
LP001497,Male,Yes,2,Graduate,No,5038,1886,184.25193890802817,360.0,1.0,Rural,N
LP001487,Male,No,0,Graduate,No,5111,0,102.56964236595006,360.0,1.0,Semiurban,Y
LP002619,Male,Yes,0,Not Graduate,No,3706,1584,125.43182571497921,300.0,1.0,Semiurban,Y
LP002444,Male,No,1,Not Graduate,Yes,2806,1629,185.49598775526306,360.0,,Semiurban,N
LP001778,Male,Yes,1,Graduate,No,2998,1876,141.78156924864697,360.0,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1851,30707,92.86839936302675,360.0,1.0,Urban,N
LP001508,Male,Yes,2,Graduate,No,12011,0,189.51992576075165,180.0,1.0,Urban,Y
LP001692,Female,No,0,Not Graduate,No,4033,0,124.8064324079854,360.0,1.0,Semiurban,Y
LP001449,Male,No,0,Graduate,No,3883,1690,,360.0,1.0,Rural,Y
LP001011,Male,Yes,2,Graduate,Yes,5451,4540,271.7666683932001,360.0,1.0,Urban,Y
LP001238,Male,Yes,3+,Not Graduate,Yes,7450,0,127.97374334934041,60.0,1.0,Urban,Y
LP001497,Male,Yes,2,Graduate,No,5327,1988,188.11584831828318,360.0,1.0,Rural,N
LP002648,Male,Yes,0,Graduate,No,2314,6626,68.08668871159539,180.0,1.0,Semiurban,N
LP001800,Male,Yes,1,Not Graduate,No,2540,2026,140.86264541444132,180.0,1.0,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,2777,1526,100.38826922701084,480.0,0.0,Urban,N
LP001266,Male,Yes,1,Graduate,Yes,2233,0,,360.0,1.0,Semiurban,Y
LP001892,Male,No,0,Graduate,No,3049,1679,122.08183168499266,360.0,1.0,Rural,Y
LP001488,Male,Yes,3+,Graduate,No,3808,7617,286.709771315014,360.0,1.0,Semiurban,N
LP001884,Female,No,1,Graduate,No,3127,1514,92.50977681270346,360.0,1.0,Urban,Y
LP002387,Male,Yes,0,Graduate,No,2516,2260,145.40867983763465,360.0,1.0,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,2754,2954,131.49970121671603,360.0,1.0,Semiurban,Y
LP002625,,No,0,Graduate,No,3643,0,91.95466415488534,360.0,1.0,Urban,N
LP001907,Male,Yes,0,Graduate,No,15928,0,433.12158090562156,360.0,1.0,Semiurban,Y
LP001310,Male,Yes,0,Graduate,No,5844,3990,173.48823428383835,360.0,1.0,Semiurban,Y
LP002082,Male,Yes,0,Graduate,Yes,6250,2192,180.782408107775,360.0,1.0,Semiurban,Y
LP002112,Male,Yes,2,Graduate,Yes,2580,4288,173.34702627446262,360.0,1.0,Rural,Y
LP002224,Male,No,0,Graduate,No,2984,0,69.12239836917222,480.0,1.0,Urban,N
LP001228,Male,No,0,Not Graduate,No,2920,2444,121.55979514232166,180.0,0.0,Urban,N
LP002720,Male,Yes,3+,Graduate,No,4687,0,98.05037690509896,360.0,1.0,Urban,Y
LP002004,Male,No,0,Not Graduate,No,2793,2564,115.02582027872609,360.0,1.0,Semiurban,Y
LP001119,Male,No,0,Graduate,No,3321,0,77.45910621839958,360.0,1.0,Urban,N
LP001482,Male,Yes,0,Graduate,Yes,3222,0,29.066365772682524,120.0,1.0,Semiurban,Y
LP001854,Male,Yes,3+,Graduate,No,5066,0,98.7810868642755,360.0,1.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,7329,0,135.9962483907015,360.0,1.0,Rural,Y
LP001529,Male,Yes,0,Graduate,Yes,2513,3927,148.45406339628758,360.0,1.0,Rural,Y
LP001066,Male,Yes,0,Graduate,Yes,10176,0,192.50238247432236,360.0,1.0,Semiurban,Y
LP001749,Male,Yes,0,Graduate,No,7916,974,179.55992437285312,,1.0,Semiurban,Y
LP001266,Male,Yes,1,Graduate,Yes,2454,0,,360.0,1.0,Semiurban,Y
LP002723,Male,No,2,Graduate,No,3569,0,114.9439186924914,360.0,0.0,Rural,N
LP002407,Female,Yes,0,Not Graduate,Yes,7820,0,142.57980535870917,360.0,1.0,Rural,Y
LP001043,Male,Yes,0,Not Graduate,No,7447,0,99.30643841218087,360.0,0.0,Urban,N
LP002917,Female,No,0,Not Graduate,No,2202,0,73.12963175696748,360.0,1.0,Semiurban,Y
LP002226,Male,Yes,0,Graduate,,3162,2415,130.7803370678611,360.0,1.0,Semiurban,Y
LP002255,Male,No,3+,Graduate,No,9195,0,185.7242328393982,360.0,1.0,Rural,Y
LP001688,Male,Yes,1,Not Graduate,No,3463,1138,135.89242811586539,360.0,1.0,Urban,Y
LP001964,Male,Yes,0,Not Graduate,No,1693,3120,90.17198636010245,360.0,0.0,Urban,N
LP002874,Male,No,0,Graduate,No,3449,2693,112.27941095876804,360.0,1.0,Urban,Y
LP002401,Male,Yes,0,Graduate,No,2042,1121,,360.0,1.0,Urban,Y
LP001138,Male,Yes,1,Graduate,No,5805,0,47.7506166282604,360.0,1.0,Urban,Y
LP001282,Male,Yes,0,Graduate,No,2676,1968,103.87580016243345,360.0,1.0,Semiurban,Y
LP002345,Male,Yes,0,Graduate,No,1077,3015,112.90164623479642,360.0,1.0,Rural,Y
LP001123,Male,Yes,0,Graduate,No,2262,0,78.6186829039614,360.0,,Urban,Y
LP001334,Male,Yes,0,Not Graduate,No,4162,0,117.55114678284131,180.0,1.0,Semiurban,Y
LP001151,Female,No,0,Graduate,No,3940,2201,146.9535059883219,360.0,1.0,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,10340,0,107.48482215696791,360.0,1.0,Urban,Y
